#{"t_start": 1788158506.6490166, "env_id": null}
r,l,t
345.8242,100,4139.895785
341.4178,100,4139.895794
350.16998,100,4139.895802
360.51614,100,4164.129092
313.07312,100,4164.129164
310.02197,100,4164.129177
381.19678,100,4164.129185
303.9563,100,4164.129194
374.3985,100,4164.129202
254.82631,100,4164.129211
350.0441,100,4164.12922
347.15826,100,4177.511634
315.51343,100,4177.511727
360.44934,100,4177.511749
355.25598,100,4177.511766
362.2727,100,4177.511782
354.24454,100,4177.511797
395.41977,100,4177.511813
361.718,100,4177.511829
352.60242,100,4200.977805
376.4151,100,4200.977896
319.4023,100,4200.977919
365.3153,100,4200.977936
349.3067,100,4200.977951
322.77826,100,4200.977967
389.0541,100,4200.977983
382.46152,100,4200.977998
328.04404,100,4213.992224
360.40213,100,4213.992297
322.75583,100,4213.992309
332.75684,100,4213.992317
375.3421,100,4213.992326
359.08813,100,4213.992334
331.4418,100,4213.992342
390.86636,100,4213.99235
372.78604,100,4237.133714
312.83804,100,4237.133793
349.51602,100,4237.133806
356.77182,100,4237.133815
333.7327,100,4237.133823
317.41327,100,4237.133831
351.0257,100,4237.13384
352.31494,100,4237.133848
356.3133,100,4251.169401
355.919,100,4251.169503
336.05988,100,4251.169527
345.00513,100,4251.169545
330.53064,100,4251.169561
358.15573,100,4251.169577
373.1543,100,4251.169593
341.7493,100,4251.169609
386.9119,100,4274.601551
370.77216,100,4274.601644
386.87497,100,4274.601665
342.87155,100,4274.601681
381.19604,100,4274.601696
371.74884,100,4274.601711
356.01346,100,4274.601726
346.06366,100,4274.601741
390.228,100,4297.894589
382.3722,100,4297.894693
352.81027,100,4297.894717
350.10306,100,4297.894737
362.60632,100,4297.894755
345.71454,100,4297.894772
373.6038,100,4297.894789
377.9,100,4297.894807
363.35953,100,4311.024871
319.55106,100,4311.02495
339.80185,100,4311.024976
374.589,100,4311.024986
336.92767,100,4311.024995
308.37268,100,4311.025004
359.4852,100,4311.025014
263.4849,100,4311.025023
386.3303,100,4334.064791
360.70096,100,4334.064865
369.65833,100,4334.064877
354.37787,100,4334.064885
334.1777,100,4334.064894
364.74673,100,4334.064902
358.7793,100,4334.06491
355.02707,100,4334.064918
375.30936,100,4347.48
381.7223,100,4347.480091
361.38745,100,4347.480114
341.66098,100,4347.480132
359.4688,100,4347.480149
358.56998,100,4347.480164
334.25494,100,4347.480181
293.09448,100,4347.480196
369.12723,100,4371.95272
352.49463,100,4371.95281
358.42783,100,4371.952833
370.62473,100,4371.95285
380.7234,100,4371.952866
374.6222,100,4371.952882
363.3761,100,4371.952898
344.5699,100,4371.952913
353.96936,100,4385.719132
381.86115,100,4385.719213
388.7743,100,4385.719225
369.01318,100,4385.719234
356.52753,100,4385.719242
378.01318,100,4385.71925
370.67722,100,4385.719259
363.86035,100,4385.719268
350.98373,100,4407.926595
360.70865,100,4407.926671
347.1283,100,4407.926683
361.8253,100,4407.926692
388.78073,100,4407.926701
349.19318,100,4407.926709
360.1827,100,4407.926717
345.59024,100,4407.926725
362.7745,100,4421.105269
350.25854,100,4421.105342
389.16675,100,4421.105355
363.58206,100,4421.105364
364.77542,100,4421.105373
332.80493,100,4421.105381
294.22253,100,4421.10539
335.40707,100,4421.105399
390.4123,100,4445.458875
377.70877,100,4445.458946
352.01456,100,4445.458959
360.93747,100,4445.458969
366.1483,100,4445.458977
391.3273,100,4445.458986
372.66998,100,4445.458994
355.19394,100,4445.459003
334.36072,100,4468.71673
363.9337,100,4468.716813
320.8177,100,4468.716825
347.9002,100,4468.716835
358.8238,100,4468.716843
348.17007,100,4468.716852
363.85077,100,4468.71686
384.61768,100,4468.716869
364.462,100,4482.915785
364.25616,100,4482.915877
390.02484,100,4482.9159
355.4644,100,4482.915917
287.93433,100,4482.915933
367.5927,100,4482.915949
368.9374,100,4482.915965
367.85037,100,4482.915981
341.5442,100,4506.816711
357.4284,100,4506.816784
348.99258,100,4506.816797
396.11478,100,4506.816806
357.92438,100,4506.816814
393.453,100,4506.816823
367.1127,100,4506.816831
356.60904,100,4506.816839
361.68286,100,4520.235944
360.01062,100,4520.236035
316.31775,100,4520.236058
312.97562,100,4520.236075
357.68896,100,4520.236091
341.9087,100,4520.236107
326.15686,100,4520.236123
343.89746,100,4520.236138
341.23917,100,4543.580371
367.2013,100,4543.580448
356.31607,100,4543.580471
363.14926,100,4543.580484
381.12766,100,4543.580493
382.10553,100,4543.580501
371.99994,100,4543.58051
385.54068,100,4543.580519
389.75223,100,4557.744791
351.95758,100,4557.744885
360.91406,100,4557.744907
375.44284,100,4557.744924
334.77036,100,4557.74494
301.04797,100,4557.744956
356.62756,100,4557.744972
247.08849,100,4557.744987
344.6941,100,4580.318372
379.132,100,4580.318446
338.0991,100,4580.318458
360.42105,100,4580.318478
294.9596,100,4580.318487
371.43808,100,4580.318495
358.04376,100,4580.318504
370.94205,100,4580.318512
372.41147,100,4603.805997
328.9846,100,4603.806072
347.6229,100,4603.806084
355.35754,100,4603.806093
333.7453,100,4603.806102
345.0861,100,4603.80611
354.05444,100,4603.806118
376.98648,100,4603.806126
363.38815,100,4617.455274
378.0854,100,4617.455346
380.9301,100,4617.455358
342.59012,100,4617.455367
376.06003,100,4617.455375
338.97357,100,4617.455383
338.68005,100,4617.455391
318.99936,100,4617.4554
357.4061,100,4641.20504
300.26022,100,4641.205116
339.1446,100,4641.205128
376.51385,100,4641.205137
398.29913,100,4641.205146
361.07333,100,4641.205154
357.67435,100,4641.205163
367.12946,100,4641.205171
377.86694,100,4655.024625
384.7029,100,4655.024701
372.43762,100,4655.024714
331.50073,100,4655.024724
386.68488,100,4655.024732
319.86572,100,4655.024741
342.25455,100,4655.024749
340.3095,100,4655.024757
359.4077,100,4678.925021
351.11472,100,4678.925111
365.85068,100,4678.925123
323.6029,100,4678.925133
372.93677,100,4678.925141
329.03354,100,4678.925163
371.11398,100,4678.925172
369.31924,100,4678.925181
379.13486,100,4692.111011
359.7376,100,4692.111088
360.6149,100,4692.1111
375.9106,100,4692.111109
383.87595,100,4692.111118
374.76575,100,4692.111126
298.73523,100,4692.111135
278.65253,100,4692.111143
341.53424,100,4714.827066
363.67578,100,4714.827161
375.24387,100,4714.827185
356.569,100,4714.827203
366.302,100,4714.82722
359.20676,100,4714.827236
379.9499,100,4714.827253
285.87845,100,4714.827269
384.81134,100,4727.932652
364.23395,100,4727.932726
375.52,100,4727.93274
368.6759,100,4727.93275
